DATE,VIXCLS
2016-02-01,22.5170000000000000
2016-03-01,15.8490909090909091
2016-04-01,14.3004761904761905
2016-05-01,14.8528571428571429
2016-06-01,17.7745454545454545
2016-07-01,13.1585000000000000
2016-08-01,12.3995652173913043
2016-09-01,14.2195238095238095
2016-10-01,14.5852380952380952
2016-11-01,15.2361904761904762
2016-12-01,12.4723809523809524
2017-01-01,11.6085000000000000
2017-02-01,11.5305263157894737
2017-03-01,11.8978260869565217
2017-04-01,13.1363157894736842
2017-05-01,10.8622727272727273
2017-06-01,10.5136363636363636
2017-07-01,10.2645000000000000
2017-08-01,11.9756521739130435
2017-09-01,10.4380000000000000
2017-10-01,10.1254545454545455
2017-11-01,10.5404761904761905
2017-12-01,10.2645000000000000
2018-01-01,11.0623809523809524
2018-02-01,22.4647368421052632
2018-03-01,19.0238095238095238
2018-04-01,18.2676190476190476
2018-05-01,14.1245454545454545
2018-06-01,13.6780952380952381
2018-07-01,13.1476190476190476
2018-08-01,12.5469565217391304
2018-09-01,12.9105263157894737
2018-10-01,19.3521739130434783
2018-11-01,19.3890476190476190
2018-12-01,24.9531578947368421
2019-01-01,19.5723809523809524
2019-02-01,15.2347368421052632
2019-03-01,14.4852380952380952
2019-04-01,12.9490476190476190
2019-05-01,16.7218181818181818
2019-06-01,15.8360000000000000
2019-07-01,13.3059090909090909
2019-08-01,18.9790909090909091
2019-09-01,15.5590000000000000
2019-10-01,15.4665217391304348
2019-11-01,12.5235000000000000
2019-12-01,13.7566666666666667
2020-01-01,13.9409523809523810
2020-02-01,19.6289473684210526
2020-03-01,57.7368181818181818
2020-04-01,41.4538095238095238
2020-05-01,30.8970000000000000
2020-06-01,31.1195454545454545
2020-07-01,26.8404545454545455
2020-08-01,22.8895238095238095
2020-09-01,27.6476190476190476
2020-10-01,29.0300000000000000
